Reference,DOI,Year,Class,Formula,Parsed_Formula_SiteA1,Parsed_Formula_nSiteA1,Parsed_Formula_SiteA2,Parsed_Formula_nSiteA2,Parsed_Formula_SiteA3,Parsed_Formula_nSiteA3,Parsed_Formula_SiteB1,Parsed_Formula_nSiteB1,Parsed_Formula_SiteB2,Parsed_Formula_nSiteB2,Parsed_Formula_SiteB3,Parsed_Formula_nSiteB3,Parsed_Formula_SiteC1,Parsed_Formula_nSiteC1,Parsed_Formula_SiteC2,Parsed_Formula_nSiteC2,Parsed_Formula_O,Parsed_Formula_nO,Ea,A,EaHT,AHT,T*,Type_of_conductivity,Measurement_temperature_range,Measurement,Source,Plot type
"Mart?n-Sede?o et al., Chem. Mater. 16, 4960 (2004).",10.1021/cm0487472,2004,Cuspidines,La4Ga1.4Ge0.6O9.3,La,4,,,,,Ga,1.4,Ge,0.6,,,,,,,O,9.3,1231.668385,487980.0577,,,,total,700 - 1300 K,AC,Fig. 7,log sigma-1000/T
"Chesnaud et al., Chem. Mater. 16, 5372 (2004).",10.1021/cm048910t,2004,Cuspidines,Nd4Ga2O9,Nd,4,,,,,Ga,2,,,,,,,,,O,9,1079.867484,781.7535472,,,,"(not clearly mentioned, probably total)",300 - 1073 K,AC,Fig. 17,log sigmaT-1000/T
"Chesnaud et al., Chem. Mater. 16, 5372 (2004).",10.1021/cm048910t,2004,Cuspidines,Nd4Ga1.95Ge0.05O9.025,Nd,4,,,,,Ga,1.95,Ge,0.05,,,,,,,O,9.025,1245.06483,60551.89571,,,,"(not clearly mentioned, probably total)",300 - 1073 K,AC,Fig. 17,log sigmaT-1000/T
"Chesnaud et al., Chem. Mater. 16, 5372 (2004).",10.1021/cm048910t,2004,Cuspidines,Nd4Ga1.9Ge0.1O9.05,Nd,4,,,,,Ga,1.9,Ge,0.1,,,,,,,O,9.05,1282.732287,96442.0723,,,,"(not clearly mentioned, probably total)",300 - 1073 K,AC,Fig. 17,log sigmaT-1000/T
"Chesnaud et al., Chem. Mater. 16, 5372 (2004).",10.1021/cm048910t,2004,Cuspidines,Nd4Ga1.85Ge0.15O9.075,Nd,4,,,,,Ga,1.85,Ge,0.15,,,,,,,O,9.075,1303.083578,217451.7493,,,,"(not clearly mentioned, probably total)",300 - 1073 K,AC,Fig. 17,log sigmaT-1000/T
"Chesnaud et al., Chem. Mater. 16, 5372 (2004).",10.1021/cm048910t,2004,Cuspidines,Nd4Ga1.8Ge0.2O9.1,Nd,4,,,,,Ga,1.8,Ge,0.2,,,,,,,O,9.1,1311.525678,188732.3705,,,,"(not clearly mentioned, probably total)",300 - 1073 K,AC,Fig. 17,log sigmaT-1000/T
"Chesnaud et al., Chem. Mater. 16, 5372 (2004).",10.1021/cm048910t,2004,Cuspidines,Nd4Ga1.75Ge0.25O9.125,Nd,4,,,,,Ga,1.75,Ge,0.25,,,,,,,O,9.125,1264.502422,127616.093,,,,"(not clearly mentioned, probably total)",300 - 1073 K,AC,Fig. 17,log sigmaT-1000/T
"Chesnaud et al., Chem. Mater. 16, 5372 (2004).",10.1021/cm048910t,2004,Cuspidines,Nd4Ga1.7Ge0.3O9.15,Nd,4,,,,,Ga,1.7,Ge,0.3,,,,,,,O,9.15,1356.382879,711280.4025,,,,"(not clearly mentioned, probably total)",300 - 1073 K,AC,Fig. 17,log sigmaT-1000/T
"Chesnaud et al., Chem. Mater. 16, 5372 (2004).",10.1021/cm048910t,2004,Cuspidines,Nd4Ga1.65Ge0.35O9.175,Nd,4,,,,,Ga,1.65,Ge,0.35,,,,,,,O,9.175,1245.886923,608875.8411,,,,"(not clearly mentioned, probably total)",300 - 1073 K,AC,Fig. 17,log sigmaT-1000/T
"Chesnaud et al., Chem. Mater. 16, 5372 (2004).",10.1021/cm048910t,2004,Cuspidines,Nd4Ga1.6Ge0.4O9.2,Nd,4,,,,,Ga,1.6,Ge,0.4,,,,,,,O,9.2,1224.610305,516900.1736,,,,"(not clearly mentioned, probably total)",300 - 1073 K,AC,Fig. 19,log sigmaT-1000/T
"Chesnaud et al., Chem. Mater. 16, 5372 (2004).",10.1021/cm048910t,2004,Cuspidines,La4Ga1.6Ge0.4O9.2,La,4,,,,,Ga,1.6,Ge,0.4,,,,,,,O,9.2,1449.553663,497813.1868,,,,"(not clearly mentioned, probably total)",300 - 1073 K,AC,Fig. 19,log sigmaT-1000/T
"Chesnaud et al., Chem. Mater. 16, 5372 (2004).",10.1021/cm048910t,2004,Cuspidines,Gd4Ga1.6Ge0.4O9.2,Gd,4,,,,,Ga,1.6,Ge,0.4,,,,,,,O,9.2,1464.290897,75883.22442,,,,"(not clearly mentioned, probably total)",300 - 1073 K,AC,Fig. 19,log sigmaT-1000/T
"Mart?n-Sede?o et al., Chem. Mater. 17, 5989 (2005).",10.1021/cm051117v,2005,Cuspidines,La4Ga2O9,La,4,,,,,Ga,2,,,,,,,,,O,9,1089.807429,847.2577442,,,,bulk,820 - 1290 K,AC,Fig. 4,log sigma-1000/T
"Mart?n-Sede?o et al., Chem. Mater. 17, 5989 (2005).",10.1021/cm051117v,2005,Cuspidines,La4Ga1.7Ti0.3O9.15,La,4,,,,,Ga,1.7,Ti,0.3,,,,,,,O,9.15,1441.506212,82379.80594,,,,bulk,820 - 1290 K,AC,Fig. 4,log sigma-1000/T
"Mart?n-Sede?o et al., Chem. Mater. 17, 5989 (2005).",10.1021/cm051117v,2005,Cuspidines,La4GaTiO9.5,La,4,,,,,Ga,1,Ti,1,,,,,,,O,9.5,1597.325298,1021578.137,,,,bulk,820 - 1290 K,AC,Fig. 4,log sigma-1000/T
"Mart?n-Sede?o et al., Chem. Mater. 17, 5989 (2005).",10.1021/cm051117v,2005,Cuspidines,La4Ga0.3Ti1.7O9.85,La,4,,,,,Ga,0.3,Ti,1.7,,,,,,,O,9.85,1569.23757,737263.0054,,,,bulk,820 - 1290 K,AC,Fig. 4,log sigma-1000/T
"Thomas et al., Chem. Mater. 22, 2510 (2010).",10.1021/cm903132w,2010,Melilites,LaSrGa3O7,La,1,Sr,1,,,Ga,3,,,,,,,,,O,7,1325.860492,15568.92948,,,,total,673 - 1273 K,AC,Fig. 10(a),ln sigmaT-1000/T
"Thomas et al., Chem. Mater. 22, 2510 (2010).",10.1021/cm903132w,2010,Melilites,La1.1Sr0.9Ga3O7.05,La,1.1,Sr,0.9,,,Ga,3,,,,,,,,,O,7.05,1013.895896,71189.54594,,,,total,673 - 1273 K,AC,Fig. 10(a),ln sigmaT-1000/T
"Thomas et al., Chem. Mater. 22, 2510 (2010).",10.1021/cm903132w,2010,Melilites,La1.2Sr0.8Ga3O7.1,La,1.2,Sr,0.8,,,Ga,3,,,,,,,,,O,7.1,937.8946886,165405.8261,,,,total,673 - 1273 K,AC,Fig. 10(a),ln sigmaT-1000/T
"Thomas et al., Chem. Mater. 22, 2510 (2010).",10.1021/cm903132w,2010,Melilites,La1.3Sr0.7Ga3O7.15,La,1.3,Sr,0.7,,,Ga,3,,,,,,,,,O,7.15,952.3551855,369317.8532,,,,total,673 - 1273 K,AC,Fig. 10(a),ln sigmaT-1000/T
"Thomas et al., Chem. Mater. 22, 2510 (2010).",10.1021/cm903132w,2010,Melilites,La1.4Sr0.6Ga3O7.2,La,1.4,Sr,0.6,,,Ga,3,,,,,,,,,O,7.2,828.647449,241324.9817,,,,total,673 - 1273 K,AC,Fig. 10(a),ln sigmaT-1000/T
"Thomas et al., Chem. Mater. 22, 2510 (2010).",10.1021/cm903132w,2010,Melilites,La1.54Sr0.46Ga3O7.27,La,1.54,Sr,0.46,,,Ga,3,,,,,,,,,O,7.27,765.3781108,171543.7284,,,,total,673 - 1273 K,AC,Fig. 10(a),ln sigmaT-1000/T
"Thomas et al., Chem. Mater. 22, 2510 (2010).",10.1021/cm903132w,2010,Melilites,La1.56Sr0.44Ga3O7.28,La,1.56,Sr,0.44,,,Ga,3,,,,,,,,,O,7.28,703.8651842,119276.5325,,,,total,673 - 1273 K,AC,Fig. 10(a),ln sigmaT-1000/T
"Thomas et al., Chem. Mater. 22, 2510 (2010).",10.1021/cm903132w,2010,Melilites,La1.58Sr0.42Ga3O7.29,La,1.58,Sr,0.42,,,Ga,3,,,,,,,,,O,7.29,795.6344182,444339.0869,,,,total,673 - 1273 K,AC,Fig. 10(a),ln sigmaT-1000/T
"Thomas et al., Chem. Mater. 22, 2510 (2010).",10.1021/cm903132w,2010,Melilites,La1.6Sr0.4Ga3O7.3,La,1.6,Sr,0.4,,,Ga,3,,,,,,,,,O,7.3,825.0798531,785477.3418,,,,total,673 - 1273 K,AC,Fig. 10(a),ln sigmaT-1000/T
"Thomas et al., Chem. Mater. 22, 2510 (2010).",10.1021/cm903132w,2010,Melilites,La1.62Sr0.38Ga3O7.31,La,1.62,Sr,0.38,,,Ga,3,,,,,,,,,O,7.31,849.6447235,810101.3876,,,,total,673 - 1273 K,AC,Fig. 10(a),ln sigmaT-1000/T
"Thomas et al., Chem. Mater. 22, 2510 (2010).",10.1021/cm903132w,2010,Melilites,La1.64Sr0.36Ga3O7.32,La,1.64,Sr,0.36,,,Ga,3,,,,,,,,,O,7.32,910.1085926,1102255.428,,,,total,673 - 1273 K,AC,Fig. 10(a),ln sigmaT-1000/T
"Diaz-Lopez et al., Chem. Mater. 31, 5742 (2019).",10.1021/acs.chemmater.9b01734,2019,Melilites,La3Ga5GeO14,La,3,,,,,Ga,5,Ge,1,,,,,,,O,14,1339.785609,36018.86583,,,,bulk,623 - 1273 K,AC,Fig. 10,log sigma-1000/T
"Diaz-Lopez et al., Chem. Mater. 31, 5742 (2019).",10.1021/acs.chemmater.9b01734,2019,Melilites,La3Ga4.9Ge1.1O14.05,La,3,,,,,Ga,4.9,Ge,1.1,,,,,,,O,14.05,1167.692261,90936.2889,,,,bulk,623 - 1273 K,AC,Fig. 10,log sigma-1000/T
"Diaz-Lopez et al., Chem. Mater. 31, 5742 (2019).",10.1021/acs.chemmater.9b01734,2019,Melilites,La3Ga4.8Ge1.2O14.1,La,3,,,,,Ga,4.8,Ge,1.2,,,,,,,O,14.1,1264.105068,1358718.496,,,,bulk,623 - 1273 K,AC,Fig. 10,log sigma-1000/T
"Diaz-Lopez et al., Chem. Mater. 31, 5742 (2019).",10.1021/acs.chemmater.9b01734,2019,Melilites,La3Ga4.7Ge1.3O14.15,La,3,,,,,Ga,4.7,Ge,1.3,,,,,,,O,14.15,1240.41939,1547665.275,,,,bulk,623 - 1273 K,AC,Fig. 10,log sigma-1000/T
"Diaz-Lopez et al., Chem. Mater. 31, 5742 (2019).",10.1021/acs.chemmater.9b01734,2019,Melilites,La3Ga4.5Ge1.5O14.25,La,3,,,,,Ga,4.5,Ge,1.5,,,,,,,O,14.25,1244.455956,2564960.825,,,,bulk,623 - 1273 K,AC,Fig. 10,log sigma-1000/T
"Li et al., J. Mater. Chem. A 11, 5615 (2023).",10.1039/d2ta08334e,2023,Melilites,Ca2Ga2GeO7,Ca,2,,,,,Ga,2,Ge,1,,,,,,,O,7,1467.293573,18490.34716,,,,bulk,770 - 1250 K,AC,Fig. 3f,log sigma-1000/T
"Li et al., J. Mater. Chem. A 11, 5615 (2023).",10.1039/d2ta08334e,2023,Melilites,Ca1.95La0.05Ga2GeO7.025,Ca,1.95,La,0.05,,,Ga,2,Ge,1,,,,,,,O,7.025,1298.551679,57846.72649,,,,bulk,770 - 1250 K,AC,Fig. 3f,log sigma-1000/T
"Li et al., J. Mater. Chem. A 11, 5615 (2023).",10.1039/d2ta08334e,2023,Melilites,Ca1.9La0.1Ga2GeO7.05,Ca,1.9,La,0.1,,,Ga,2,Ge,1,,,,,,,O,7.05,1195.107283,81348.98256,,,,bulk,770 - 1250 K,AC,Fig. 3f,log sigma-1000/T
"Li et al., J. Mater. Chem. A 11, 5615 (2023).",10.1039/d2ta08334e,2023,Melilites,Ca1.85La0.15Ga2GeO7.075,Ca,1.85,La,0.15,,,Ga,2,Ge,1,,,,,,,O,7.075,1157.01874,80313.7855,,,,bulk,770 - 1250 K,AC,Fig. 3f,log sigma-1000/T
"Li et al., J. Mater. Chem. A 11, 5615 (2023).",10.1039/d2ta08334e,2023,Melilites,Ca1.8La0.2Ga2GeO7.1,Ca,1.8,La,0.2,,,Ga,2,Ge,1,,,,,,,O,7.1,1208.141693,121150.8896,,,,bulk,770 - 1250 K,AC,Fig. 3f,log sigma-1000/T
"Li et al., J. Mater. Chem. A 11, 5615 (2023).",10.1039/d2ta08334e,2023,Melilites,Ca1.75La0.25Ga2GeO7.125,Ca,1.75,La,0.25,,,Ga,2,Ge,1,,,,,,,O,7.125,1235.538237,129797.2278,,,,bulk,770 - 1250 K,AC,Fig. 3f,log sigma-1000/T
"Bazzaoui et al., Inorg. Chem. 63, 18902 (2024).",10.1021/acs.inorgchem.4c03172,2024,Melilites,Ca5Ga6O14,Ca,5,,,,,Ga,6,,,,,,,,,O,14,1319.335829,954.0170962,,,,total,620 - 1070 K,AC,Fig. 4(d),log sigma-1000/T
"Bazzaoui et al., Inorg. Chem. 63, 18902 (2024).",10.1021/acs.inorgchem.4c03172,2024,Melilites,Ca4.875La0.125Ga6O14.0625,Ca,4.875,La,0.125,,,Ga,6,,,,,,,,,O,14.0625,1320.668361,21098.96848,,,,total,620 - 1070 K,AC,Fig. 4(d),log sigma-1000/T
"Bazzaoui et al., Inorg. Chem. 63, 18902 (2024).",10.1021/acs.inorgchem.4c03172,2024,Melilites,Ca4.75La0.25Ga6O14.125,Ca,4.75,La,0.25,,,Ga,6,,,,,,,,,O,14.125,1312.823922,41537.7002,,,,total,620 - 1070 K,AC,Fig. 4(d),log sigma-1000/T
"Rotman & Tuller, J. Electroceram. 2, 95 (1998).",10.1023/A:1009974923893,1998,Garnets,Y3Al5O12,Y,3,,,,,Al,5,,,,,,,,,O,12,3160.678152,4496493208,,,,"(not clearly mentioned, probably total)",1390 - 1720 K,AC,Fig. 6,log sigma-10000/T
"Rotman & Tuller, J. Electroceram. 2, 95 (1998).",10.1023/A:1009974923893,1998,Garnets,Y3Al4.999Fe0.001O12,Y,3,,,,,Al,4.999,Fe,0.001,,,,,,,O,12,3467.428699,60475649143,,,,"(not clearly mentioned, probably total)",1390 - 1720 K,AC,Fig. 6,log sigma-10000/T
"Rotman & Tuller, J. Electroceram. 2, 95 (1998).",10.1023/A:1009974923893,1998,Garnets,Y3Al4.99Fe0.01O12,Y,3,,,,,Al,4.99,Fe,0.01,,,,,,,O,12,3161.333239,6673436037,,,,"(not clearly mentioned, probably total)",1390 - 1720 K,AC,Fig. 6,log sigma-10000/T
"Kharton et al., J. Electochem. Soc. 150, J33 (2003).",10.1149/1.1574810,2003,Garnets,Gd3Fe5O12,Gd,3,,,,,Fe,5,,,,,,,,,O,12,2217.954445,178482301,,,,total,700 - 1270 K,four-probe DC,Table 3,ln sigmaT-1/T
"Kharton et al., J. Electochem. Soc. 150, J33 (2003).",10.1149/1.1574810,2003,Garnets,Gd2.2Pr0.8Fe5O12,Gd,2.2,Pr,0.8,,,Fe,5,,,,,,,,,O,12,2321.597176,485165195.4,,,,total,520 - 1270 K,four-probe DC,Table 3,ln sigmaT-1/T
"Kharton et al., J. Electochem. Soc. 150, J33 (2003).",10.1149/1.1574810,2003,Garnets,Gd2.5Ca0.5Fe5O12,Gd,2.5,Ca,0.5,,,Fe,5,,,,,,,,,O,12,2186.861626,65659969.14,,,,total,300 - 1270 K,four-probe DC,Table 3,ln sigmaT-1/T
"Kharton et al., J. Electochem. Soc. 150, J33 (2003).",10.1149/1.1574810,2003,Garnets,Y2.5Ca0.5Fe5O12,Y,2.5,Ca,0.5,,,Fe,5,,,,,,,,,O,12,1979.576163,17894429.12,,,,total,300 - 1270 K,four-probe DC,Table 3,ln sigmaT-1/T
"Kharton et al., J. Electochem. Soc. 150, J33 (2003).",10.1149/1.1574810,2003,Garnets,Y2.5Ca0.5Fe4NiO12,Y,2.5,Ca,0.5,,,Fe,4,Ni,1,,,,,,,O,12,1824.112067,11994994.55,,,,total,500 - 1250 K,four-probe DC,Table 3,ln sigmaT-1/T
"Kharton et al., J. Electochem. Soc. 150, J33 (2003).",10.1149/1.1574810,2003,Garnets,Y2.5Ca0.25Nd0.25Fe5O12,Y,2.5,Ca,0.25,Nd,0.25,Fe,5,,,,,,,,,O,12,1948.483344,24154952.75,,,,total,400 - 1250 K,four-probe DC,Table 3,ln sigmaT-1/T
"Kramer & Tuller, Solid State Ion. 82, 15 (1995).",10.1016/0167-2738(95)00156-Z,1995,Pyrochlores,Gd2Ti2O7,Gd,2,,,,,Ti,2,,,,,,,,,O,7,1111.182615,4881.905786,,,,bulk,1073 - 1373 K,two-probe AC,Fig. 8,log sigma-10000/T
"Kramer & Tuller, Solid State Ion. 82, 15 (1995).",10.1016/0167-2738(95)00156-Z,1995,Pyrochlores,Gd1.995Ca0.005Ti2O7,Gd,1.995,Ca,0.005,,,Ti,2,,,,,,,,,O,7,1002.388544,6326.113664,,,,bulk,1073 - 1373 K,two-probe AC,Fig. 8,log sigma-10000/T
"Kramer & Tuller, Solid State Ion. 82, 15 (1995).",10.1016/0167-2738(95)00156-Z,1995,Pyrochlores,Gd1.96Ca0.04Ti2O7,Gd,1.96,Ca,0.04,,,Ti,2,,,,,,,,,O,7,678.3790702,16512.18253,,,,bulk,1073 - 1373 K,two-probe AC,Fig. 8,log sigma-10000/T
"Kramer & Tuller, Solid State Ion. 82, 15 (1995).",10.1016/0167-2738(95)00156-Z,1995,Pyrochlores,Gd1.9Ca0.1Ti2O7,Gd,1.9,Ca,0.1,,,Ti,2,,,,,,,,,O,7,699.715972,58291.78659,,,,bulk,1073 - 1373 K,two-probe AC,Fig. 8,log sigma-10000/T
"Kramer & Tuller, Solid State Ion. 82, 15 (1995).",10.1016/0167-2738(95)00156-Z,1995,Pyrochlores,Gd1.8Ca0.2Ti2O7,Gd,1.8,Ca,0.2,,,Ti,2,,,,,,,,,O,7,772.6233734,180371.9776,,,,bulk,1073 - 1373 K,two-probe AC,Fig. 8,log sigma-10000/T
"Kramer & Tuller, Solid State Ion. 82, 15 (1995).",10.1016/0167-2738(95)00156-Z,1995,Pyrochlores,Gd1.7Ca0.3Ti2O7,Gd,1.7,Ca,0.3,,,Ti,2,,,,,,,,,O,7,776.1540615,130479.6812,,,,bulk,1073 - 1373 K,two-probe AC,Fig. 8,log sigma-10000/T
"Morkhova et al., J. Phys. Chem. C 127, 52 (2023).",10.1021/acs.jpcc.2c06631,2023,Columbites,MgNb2O6,Mg,1,,,,,Nb,2,,,,,,,,,O,6,420.7844816,0.018161101,939.3503108,212.9965282,673,"(not clearly mentioned, probably total)",370 - 1030 K,AC,Fig. 3(a),log sigma-1000/T
"Morkhova et al., J. Phys. Chem. C 127, 52 (2023).",10.1021/acs.jpcc.2c06631,2023,Columbites,Mg0.9Li0.1Nb2O5.95,Mg,0.9,Li,0.1,,,Nb,2,,,,,,,,,O,5.95,543.4870656,0.100223858,972.5644128,345.0393673,673,"(not clearly mentioned, probably total)",370 - 1030 K,AC,Fig. 3(a),log sigma-1000/T
"Morkhova et al., J. Phys. Chem. C 127, 52 (2023).",10.1021/acs.jpcc.2c06631,2023,Columbites,Mg0.8Li0.2Nb2O5.9,Mg,0.8,Li,0.2,,,Nb,2,,,,,,,,,O,5.9,470.1520809,0.008847384,915.8884257,25.6942365,673,"(not clearly mentioned, probably total)",370 - 1030 K,AC,Fig. 3(a),log sigma-1000/T
"Morkhova et al., J. Phys. Chem. C 127, 52 (2023).",10.1021/acs.jpcc.2c06631,2023,Columbites,Mg0.9Cu0.1Nb2O5.95,Mg,0.9,Cu,0.1,,,Nb,2,,,,,,,,,O,5.95,287.9550126,3.815773331,332.8804615,10.69933823,673,"(not clearly mentioned, probably total)",370 - 1030 K,AC,Fig. 3(a),log sigma-1000/T
"Morkhova et al., J. Phys. Chem. C 127, 52 (2023).",10.1021/acs.jpcc.2c06631,2023,Columbites,Mg0.8Cu0.2Nb2O5.9,Mg,0.8,Cu,0.2,,,Nb,2,,,,,,,,,O,5.9,314.0647503,66.35682372,310.027109,68.28973167,673,"(not clearly mentioned, probably total)",370 - 1030 K,AC,Fig. 3(a),log sigma-1000/T
"Singh & Goodenough, Energy Environ. Sci. 5, 9626 (2012).",10.1039/C2EE22978A,2012,a-SrSiO3,Sr0.8K0.2SiO2.9,Sr,0.8,K,0.2,,,Si,1,,,,,,,,,O,2.9,1256.856149,7190081.144,,,,"(not clearly mentioned, probably total)",673 - 1073 K,two-probe AC,Fig. 5(a),log sigma-1000/T
"Singh & Goodenough, Energy Environ. Sci. 5, 9626 (2012).",10.1039/C2EE22978A,2012,a-SrSiO3,Sr0.85K0.15GeO2.925,Sr,0.85,K,0.15,,,Ge,1,,,,,,,,,O,2.925,1438.550242,725326248.3,730.000288,54209.28329,,"(not clearly mentioned, probably total)",673 - 1073 K,two-probe AC,Fig. 5(a),log sigma-1000/T
"Singh & Goodenough, Energy Environ. Sci. 5, 9626 (2012).",10.1039/C2EE22978A,2012,a-SrSiO3,Sr0.9K0.1GeO2.95,Sr,0.9,K,0.1,,,Ge,1,,,,,,,,,O,2.95,1560.43736,1816779289,816.6928058,82291.93989,,"(not clearly mentioned, probably total)",673 - 1073 K,two-probe AC,Fig. 5(a),log sigma-1000/T
"Singh & Goodenough, Energy Environ. Sci. 5, 9626 (2012).",10.1039/C2EE22978A,2012,a-SrSiO3,Sr0.8K0.2GeO2.9,Sr,0.8,K,0.2,,,Ge,1,,,,,,,,,O,2.9,1553.600387,1929048571,832.1454919,122612.1123,,"(not clearly mentioned, probably total)",673 - 1073 K,two-probe AC,Fig. 5(a),log sigma-1000/T
"Singh & Goodenough, Energy Environ. Sci. 5, 9626 (2012).",10.1039/C2EE22978A,2012,a-SrSiO3,Sr0.85K0.15SiO2.925,Sr,0.85,K,0.15,,,Si,1,,,,,,,,,O,2.925,1263.506882,5171459.762,,,,"(not clearly mentioned, probably total)",673 - 1073 K,two-probe AC,Fig. 5(a),log sigma-1000/T
"Singh & Goodenough, Energy Environ. Sci. 5, 9626 (2012).",10.1039/C2EE22978A,2012,a-SrSiO3,Sr0.75K0.25SiO2.875,Sr,0.75,K,0.25,,,Si,1,,,,,,,,,O,2.875,1422.907757,25009708.58,,,,"(not clearly mentioned, probably total)",673 - 1073 K,two-probe AC,Fig. 5(a),log sigma-1000/T
"Singh & Goodenough, Energy Environ. Sci. 5, 9626 (2012).",10.1039/C2EE22978A,2012,a-SrSiO3,Sr0.8K0.2Si0.5Ge0.5O2.9,Sr,0.8,K,0.2,,,Si,0.5,Ge,0.5,,,,,,,O,2.9,1059.115945,5991565.608,,,,"(not clearly mentioned, probably total)",673 - 1073 K,two-probe AC,Fig. 5(b),log sigma-1000/T
"Singh & Goodenough, Energy Environ. Sci. 5, 9626 (2012).",10.1039/C2EE22978A,2012,a-SrSiO3,Sr0.8K0.2Si0.4Ge0.6O2.9,Sr,0.8,K,0.2,,,Si,0.4,Ge,0.6,,,,,,,O,2.9,1067.367916,4017706.087,,,,"(not clearly mentioned, probably total)",673 - 1073 K,two-probe AC,Fig. 5(b),log sigma-1000/T
"Singh & Goodenough, Energy Environ. Sci. 5, 9626 (2012).",10.1039/C2EE22978A,2012,a-SrSiO3,Sr0.85K0.15Si0.5Ge0.5O2.925,Sr,0.85,K,0.15,,,Si,0.5,Ge,0.5,,,,,,,O,2.925,1006.084265,1008910.753,,,,"(not clearly mentioned, probably total)",673 - 1073 K,two-probe AC,Fig. 5(b),log sigma-1000/T
"Singh & Goodenough, Energy Environ. Sci. 5, 9626 (2012).",10.1039/C2EE22978A,2012,a-SrSiO3,Sr0.75K0.25Si0.5Ge0.5O2.875,Sr,0.75,K,0.25,,,Si,0.5,Ge,0.5,,,,,,,O,2.875,1060.821651,1462501.233,,,,"(not clearly mentioned, probably total)",673 - 1073 K,two-probe AC,Fig. 5(b),log sigma-1000/T
"Singh & Goodenough, Energy Environ. Sci. 5, 9626 (2012).",10.1039/C2EE22978A,2012,a-SrSiO3,Sr0.8K0.2Si0.6Ge0.4O2.9,Sr,0.8,K,0.2,,,Si,0.6,Ge,0.4,,,,,,,O,2.9,1171.931028,9239209.759,,,,"(not clearly mentioned, probably total)",673 - 1073 K,two-probe AC,Fig. 5(b),log sigma-1000/T
"Singh & Goodenough, J. Am. Chem. Soc. 135, 10149 (2013).",10.1021/ja4042737,2013,a-SrSiO3,Sr0.9Na0.1SiO2.95,Sr,0.9,Na,0.1,,,Si,1,,,,,,,,,O,2.95,715.9226521,14798.09547,,,,total,823 - 1073 K,two-probe AC,Table 2,-
"Singh & Goodenough, J. Am. Chem. Soc. 135, 10149 (2013).",10.1021/ja4042737,2013,a-SrSiO3,Sr0.85Na0.15SiO2.925,Sr,0.85,Na,0.15,,,Si,1,,,,,,,,,O,2.925,697.0465833,23225.77787,,,,total,823 - 1073 K,two-probe AC,Table 2,-
"Singh & Goodenough, J. Am. Chem. Soc. 135, 10149 (2013).",10.1021/ja4042737,2013,a-SrSiO3,Sr0.8Na0.2SiO2.9,Sr,0.8,Na,0.2,,,Si,1,,,,,,,,,O,2.9,689.9803347,55472.84381,,,,total,823 - 1073 K,two-probe AC,Table 2,-
"Singh & Goodenough, J. Am. Chem. Soc. 135, 10149 (2013).",10.1021/ja4042737,2013,a-SrSiO3,Sr0.75Na0.25SiO2.875,Sr,0.75,Na,0.25,,,Si,1,,,,,,,,,O,2.875,670.972589,85954.46255,,,,total,823 - 1073 K,two-probe AC,Table 2,-
"Singh & Goodenough, J. Am. Chem. Soc. 135, 10149 (2013).",10.1021/ja4042737,2013,a-SrSiO3,Sr0.7Na0.3SiO2.85,Sr,0.7,Na,0.3,,,Si,1,,,,,,,,,O,2.85,664.4401508,75302.32159,,,,total,823 - 1073 K,two-probe AC,Table 2,-
"Singh & Goodenough, J. Am. Chem. Soc. 135, 10149 (2013).",10.1021/ja4042737,2013,a-SrSiO3,Sr0.65Na0.35SiO2.825,Sr,0.65,Na,0.35,,,Si,1,,,,,,,,,O,2.825,659.9254753,129847.5132,,,,total,823 - 1073 K,two-probe AC,Table 2,-
"Singh & Goodenough, J. Am. Chem. Soc. 135, 10149 (2013).",10.1021/ja4042737,2013,a-SrSiO3,Sr0.6Na0.4SiO2.8,Sr,0.6,Na,0.4,,,Si,1,,,,,,,,,O,2.8,640.5519275,122413.9289,,,,total,823 - 1073 K,two-probe AC,Table 2,-
"Singh & Goodenough, J. Am. Chem. Soc. 135, 10149 (2013).",10.1021/ja4042737,2013,a-SrSiO3,Sr0.55Na0.45SiO2.775,Sr,0.55,Na,0.45,,,Si,1,,,,,,,,,O,2.775,640.3171002,133779.8907,,,,total,823 - 1073 K,two-probe AC,Table 2,-
"Singh & Goodenough, J. Am. Chem. Soc. 135, 10149 (2013).",10.1021/ja4042737,2013,a-SrSiO3,Sr0.85K0.15SiO2.925,Sr,0.85,K,0.15,,,Si,1,,,,,,,,,O,2.925,1114.063189,899253.0081,,,,total,823 - 1073 K,two-probe AC,Table 2,-
"Singh & Goodenough, J. Am. Chem. Soc. 135, 10149 (2013).",10.1021/ja4042737,2013,a-SrSiO3,Sr0.8K0.2SiO2.9,Sr,0.8,K,0.2,,,Si,1,,,,,,,,,O,2.9,1184.785658,2989226.187,,,,total,823 - 1073 K,two-probe AC,Table 2,-
"Wei et al., Energy Sci. Eng. 7, 1680 (2014).",10.1039/c3ee43730b,2014,a-SrSiO3,Sr0.55Na0.45SiO2.775,Sr,0.55,Na,0.45,,,Si,1,,,,,,,,,O,2.775,315.0589841,3590.57901,,,,"(not clearly mentioned, probably total)",723 - 953 K,AC,Fig. 1,ln sigmaT-1000/T
